combination_key,o_band,c_band,e_band,a_band,n_band,nearest_canonical_profile_key,profile_label_zh,profile_match_confidence,canonical_profile_usage,profile_label_public_allowed,interpretation_scope,tension_level,primary_axis_zh,primary_trait_band_assets,primary_coupling_assets,facet_route_priorities,scenario_priorities,runtime_use,production_use_allowed,ready_for_pilot
O2_C3_E4_A2_N3,low,mid,high,low,mid,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜低开放 / 高外向 / 低宜人,O_low|C_mid|E_high|A_low|N_mid,,表达强度|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A2_N4,low,mid,high,low,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 低开放 / 高外向,O_low|C_mid|E_high|A_low|N_high,e_high_x_n_high|a_low_x_n_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|边界表达,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E4_A2_N5,low,mid,high,low,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 低开放 / 高外向,O_low|C_mid|E_high|A_low|N_very_high,e_high_x_n_high|a_low_x_n_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|边界表达,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E4_A3_N1,low,mid,high,mid,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低情绪 / 低开放 / 高外向,O_low|C_mid|E_high|A_mid|N_very_low,,表达强度|现实过滤下的开放,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A3_N2,low,mid,high,mid,low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜低情绪 / 低开放 / 高外向,O_low|C_mid|E_high|A_mid|N_low,,表达强度|现实过滤下的开放,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A3_N3,low,mid,high,mid,mid,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜低开放 / 高外向,O_low|C_mid|E_high|A_mid|N_mid,,表达强度|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O2_C3_E4_A3_N4,low,mid,high,mid,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜高情绪 / 低开放 / 高外向,O_low|C_mid|E_high|A_mid|N_high,a_mid_x_n_high|e_high_x_n_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E4_A3_N5,low,mid,high,mid,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 低开放 / 高外向,O_low|C_mid|E_high|A_mid|N_very_high,a_mid_x_n_high|e_high_x_n_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E4_A4_N1,low,mid,high,high,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜低情绪 / 低开放 / 高外向,O_low|C_mid|E_high|A_high|N_very_low,e_high_x_a_high,表达强度|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A4_N2,low,mid,high,high,low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜低情绪 / 低开放 / 高外向,O_low|C_mid|E_high|A_high|N_low,e_high_x_a_high,表达强度|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A4_N3,low,mid,high,high,mid,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜低开放 / 高外向 / 高宜人,O_low|C_mid|E_high|A_high|N_mid,e_high_x_a_high,表达强度|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A4_N4,low,mid,high,high,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,medium,实际五维路由｜高情绪 / 低开放 / 高外向,O_low|C_mid|E_high|A_high|N_high,e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|合作承接,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E4_A4_N5,low,mid,high,high,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 低开放 / 高外向,O_low|C_mid|E_high|A_high|N_very_high,e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|合作承接,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E4_A5_N1,low,mid,high,very_high,very_low,connective_coordinator,连接驱动协调者,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,低情绪 × 高宜人 × 低开放,O_low|C_mid|E_high|A_very_high|N_very_low,e_high_x_a_high,表达强度|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A5_N2,low,mid,high,very_high,low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高宜人 / 低情绪 / 低开放,O_low|C_mid|E_high|A_very_high|N_low,e_high_x_a_high,表达强度|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A5_N3,low,mid,high,very_high,mid,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高宜人 / 低开放 / 高外向,O_low|C_mid|E_high|A_very_high|N_mid,e_high_x_a_high,表达强度|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A5_N4,low,mid,high,very_high,high,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高宜人 / 高情绪 / 低开放,O_low|C_mid|E_high|A_very_high|N_high,e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|合作承接,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E4_A5_N5,low,mid,high,very_high,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 高宜人 / 低开放,O_low|C_mid|E_high|A_very_high|N_very_high,e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|合作承接,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E5_A1_N1,low,mid,very_high,very_low,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高外向 / 低宜人,O_low|C_mid|E_very_high|A_very_low|N_very_low,,表达强度|现实过滤下的开放|边界表达|冲突敏感,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A1_N2,low,mid,very_high,very_low,low,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高外向 / 低宜人 / 低情绪,O_low|C_mid|E_very_high|A_very_low|N_low,,表达强度|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A1_N3,low,mid,very_high,very_low,mid,sharp_exploratory_driver,锋利探索推进者,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,高外向 × 低宜人 × 低开放,O_low|C_mid|E_very_high|A_very_low|N_mid,,表达强度|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A1_N4,low,mid,very_high,very_low,high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高外向 / 低宜人 / 高情绪,O_low|C_mid|E_very_high|A_very_low|N_high,e_high_x_n_high|a_low_x_n_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|边界表达,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A1_N5,low,mid,very_high,very_low,very_high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 高外向 / 低宜人,O_low|C_mid|E_very_high|A_very_low|N_very_high,e_high_x_n_high|a_low_x_n_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|边界表达,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A2_N1,low,mid,very_high,low,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高外向 / 低开放,O_low|C_mid|E_very_high|A_low|N_very_low,,表达强度|现实过滤下的开放|边界表达|冲突敏感,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A2_N2,low,mid,very_high,low,low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高外向 / 低情绪 / 低开放,O_low|C_mid|E_very_high|A_low|N_low,,表达强度|现实过滤下的开放|边界表达|冲突敏感,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A2_N3,low,mid,very_high,low,mid,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高外向 / 低开放 / 低宜人,O_low|C_mid|E_very_high|A_low|N_mid,,表达强度|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A2_N4,low,mid,very_high,low,high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高外向 / 高情绪 / 低开放,O_low|C_mid|E_very_high|A_low|N_high,e_high_x_n_high|a_low_x_n_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|边界表达,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A2_N5,low,mid,very_high,low,very_high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 高外向 / 低开放,O_low|C_mid|E_very_high|A_low|N_very_high,e_high_x_n_high|a_low_x_n_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|边界表达,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A3_N1,low,mid,very_high,mid,very_low,connective_coordinator,连接驱动协调者,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,低情绪 × 高外向 × 低开放,O_low|C_mid|E_very_high|A_mid|N_very_low,,表达强度|现实过滤下的开放,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A3_N2,low,mid,very_high,mid,low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高外向 / 低情绪 / 低开放,O_low|C_mid|E_very_high|A_mid|N_low,,表达强度|现实过滤下的开放,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A3_N3,low,mid,very_high,mid,mid,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高外向 / 低开放,O_low|C_mid|E_very_high|A_mid|N_mid,,表达强度|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A3_N4,low,mid,very_high,mid,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高外向 / 高情绪 / 低开放,O_low|C_mid|E_very_high|A_mid|N_high,a_mid_x_n_high|e_high_x_n_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O2_C3_E5_A3_N5,low,mid,very_high,mid,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 高外向 / 低开放,O_low|C_mid|E_very_high|A_mid|N_very_high,a_mid_x_n_high|e_high_x_n_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O2_C3_E5_A4_N1,low,mid,very_high,high,very_low,connective_coordinator,连接驱动协调者,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,低情绪 × 高外向 × 低开放,O_low|C_mid|E_very_high|A_high|N_very_low,e_high_x_a_high,表达强度|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A4_N2,low,mid,very_high,high,low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高外向 / 低情绪 / 低开放,O_low|C_mid|E_very_high|A_high|N_low,e_high_x_a_high,表达强度|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A4_N3,low,mid,very_high,high,mid,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高外向 / 低开放 / 高宜人,O_low|C_mid|E_very_high|A_high|N_mid,e_high_x_a_high,表达强度|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A4_N4,low,mid,very_high,high,high,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高外向 / 高情绪 / 低开放,O_low|C_mid|E_very_high|A_high|N_high,e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|合作承接,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O2_C3_E5_A4_N5,low,mid,very_high,high,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 高外向 / 低开放,O_low|C_mid|E_very_high|A_high|N_very_high,e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|现实过滤下的开放|合作承接,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
